minute,match_id,match_date,kick_off,home_score,away_score,match_week,player_id,player_name,X,Y,team_id,team_name,competition_id,competition_name,season_id,season_name,home_team_id,home_team_name,away_team_id,away_team_name,competition_stage_name,stadium_name,statsbomb_xg,end_location,technique_name,outcome_name,type_name,body_part_name,Goal,theta,distance,my_xg
1,22912,2019-06-01,21:00:00.000,0,2,13,3531,Mohamed Salah,108.2,40.1,24,Liverpool,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.76,"[120.0, 42.5, 0.9]",Normal,Goal,Penalty,Left Foot,True,0.6536141368568564,11.800423721205943,0.18189739764037646
9,22912,2019-06-01,21:00:00.000,0,2,13,3091,Moussa Sissoko,91.9,43.1,38,Tottenham Hotspur,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.01876838,"[120.0, 46.5, 5.2]",Normal,Off T,Open Play,Right Foot,False,0.27950664274505715,28.270479302622366,0.0776174465723175
16,22912,2019-06-01,21:00:00.000,0,2,13,3664,Trent Alexander-Arnold,90.2,59.3,24,Liverpool,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.011493988,"[120.0, 34.7, 0.8]",Normal,Off T,Open Play,Right Foot,False,0.18926548151650258,35.50394344294729,0.062412766014178014
20,22912,2019-06-01,21:00:00.000,0,2,13,3531,Mohamed Salah,95.2,47.2,24,Liverpool,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.037931150000000004,"[99.7, 46.2]",Normal,Blocked,Open Play,Left Foot,False,0.29587118021797176,25.824019826510355,0.08071540912271712
21,22912,2019-06-01,21:00:00.000,0,2,13,3531,Mohamed Salah,113.0,59.5,24,Liverpool,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.00983486,"[113.2, 0.1]",Normal,Wayward,Open Play,Left Foot,False,0.13469073594237846,20.71834935510066,0.05461518177161231
37,22912,2019-06-01,21:00:00.000,0,2,13,3655,Andrew Robertson,98.4,20.4,24,Liverpool,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.014247056000000001,"[118.3, 37.9, 2.4]",Normal,Saved,Open Play,Left Foot,False,0.204132067553872,29.167104758614624,0.06471073000109888
38,22912,2019-06-01,21:00:00.000,0,2,13,3531,Mohamed Salah,97.6,37.4,24,Liverpool,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.018582786,"[120.0, 43.3, 6.4]",Volley,Off T,Open Play,Right Foot,False,0.3489535769535517,22.55038802326914,0.09155437766700174
41,22912,2019-06-01,21:00:00.000,0,2,13,3532,Jordan Brian Henderson,89.0,47.9,24,Liverpool,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.014790367,"[96.1, 46.2]",Normal,Blocked,Open Play,Right Foot,False,0.24137622502114633,31.990779921721195,0.07081748729937636
41,22912,2019-06-01,21:00:00.000,0,2,13,3531,Mohamed Salah,94.0,31.3,24,Liverpool,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.009469723000000001,"[97.2, 32.8]",Half Volley,Blocked,Open Play,Left Foot,False,0.27553637646609497,27.41696555054917,0.07688242492408588
45,22912,2019-06-01,21:00:00.000,0,2,13,3043,Christian Dannemann Eriksen,96.1,41.6,38,Tottenham Hotspur,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.05087029,"[120.0, 37.2, 6.0]",Normal,Off T,Open Play,Left Foot,False,0.33024051672394855,23.953496613229568,0.08759156375792364
52,22912,2019-06-01,21:00:00.000,0,2,13,3247,Fábio Henrique Tavares,88.6,39.0,24,Liverpool,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.015496306000000001,"[91.5, 38.9]",Normal,Blocked,Open Play,Right Foot,False,0.25316219812828167,31.415919531345892,0.07285836620544017
53,22912,2019-06-01,21:00:00.000,0,2,13,3531,Mohamed Salah,110.2,52.7,24,Liverpool,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.06709672,"[111.1, 51.3]",Normal,Blocked,Open Play,Left Foot,False,0.31411102655391215,16.041508657230466,0.0843009857542853
53,22912,2019-06-01,21:00:00.000,0,2,13,3094,Bamidele Alli,110.8,49.4,38,Tottenham Hotspur,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.1307719,"[111.7, 48.2]",Normal,Blocked,Open Play,Right Foot,False,0.4383691969336645,13.152946437965907,0.1127880130756889
56,22912,2019-06-01,21:00:00.000,0,2,13,3594,Danny Rose,101.6,25.6,38,Tottenham Hotspur,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.020670831,"[103.3, 26.6]",Half Volley,Blocked,Open Play,Left Foot,False,0.2709468503384204,23.36493098641638,0.07604071338318177
57,22912,2019-06-01,21:00:00.000,0,2,13,3077,Jan Vertonghen,110.7,50.3,38,Tottenham Hotspur,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.01738556,"[120.0, 41.6, 3.8]",Normal,Off T,Open Play,Head,False,0.3987654701007813,13.877319625921999,0.10289796762048228
60,22912,2019-06-01,21:00:00.000,0,2,13,3043,Christian Dannemann Eriksen,92.1,46.7,38,Tottenham Hotspur,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.02279718,"[104.5, 42.3]",Normal,Blocked,Open Play,Right Foot,False,0.2697389825259628,28.693204770467872,0.07582060217353773
68,22912,2019-06-01,21:00:00.000,0,2,13,3473,James Philip Milner,103.1,45.9,24,Liverpool,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.050377708,"[120.0, 44.7, 0.30000000000000004]",Normal,Off T,Open Play,Left Foot,False,0.41795608433634723,17.90027932742951,0.10759073390701288
72,22912,2019-06-01,21:00:00.000,0,2,13,3094,Bamidele Alli,106.0,27.2,38,Tottenham Hotspur,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.08066935,"[118.6, 40.4, 1.6]",Lob,Saved,Open Play,Right Foot,False,0.3148946383098411,18.969449122207003,0.08445822287394604
78,22912,2019-06-01,21:00:00.000,0,2,13,3094,Bamidele Alli,113.4,37.4,38,Tottenham Hotspur,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.13260455000000002,"[120.0, 37.1, 3.8]",Normal,Off T,Open Play,Head,False,0.9944211062037136,7.093659140387275,0.3501432846815702
79,22912,2019-06-01,21:00:00.000,0,2,13,3083,Heung-Min Son,90.8,44.9,38,Tottenham Hotspur,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.026193267000000003,"[117.5, 39.4, 0.6000000000000001]",Normal,Saved,Open Play,Right Foot,False,0.26503744896830517,29.60827587010092,0.07496939483858282
79,22912,2019-06-01,21:00:00.000,0,2,13,3745,Lucas Rodrigues Moura da Silva,106.2,38.6,38,Tottenham Hotspur,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.14755689,"[118.6, 41.9, 0.2]",Normal,Saved,Open Play,Right Foot,False,0.5592105622112027,13.870832707519758,0.14820775186805332
80,22912,2019-06-01,21:00:00.000,0,2,13,3083,Heung-Min Son,94.7,36.9,38,Tottenham Hotspur,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.031593475,"[115.8, 39.1, 0.2]",Normal,Saved,Open Play,Left Foot,False,0.3091531699481842,25.489213404889526,0.08331230462203226
82,22912,2019-06-01,21:00:00.000,0,2,13,3532,Jordan Brian Henderson,93.6,53.4,24,Liverpool,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.019779755,"[120.0, 19.8, 0.9]",Half Volley,Off T,Open Play,Right Foot,False,0.24067570715879524,29.60608045655487,0.07069786202085118
84,22912,2019-06-01,21:00:00.000,0,2,13,3043,Christian Dannemann Eriksen,104.0,16.9,38,Tottenham Hotspur,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.06988327,"[118.7, 41.3, 1.6]",Normal,Saved,Free Kick,Right Foot,False,0.16397249349102958,28.1,0.058677453450548415
84,22912,2019-06-01,21:00:00.000,0,2,13,3745,Lucas Rodrigues Moura da Silva,112.2,42.0,38,Tottenham Hotspur,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.21116774,"[118.4, 36.5]",Volley,Blocked,Open Play,Right Foot,False,0.9066983128845711,8.052328855678955,0.30022199997596627
86,22912,2019-06-01,21:00:00.000,0,2,13,3669,Virgil van Dijk,106.0,38.9,24,Liverpool,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.037894208000000006,"[107.4, 39.0]",Volley,Blocked,Open Play,Right Foot,False,0.5535985608828602,14.04314779527724,0.14637714589650747
86,22912,2019-06-01,21:00:00.000,0,2,13,4747,Divock Okoth Origi,106.1,31.6,24,Liverpool,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.10080382,"[120.0, 43.5, 0.4]",Normal,Goal,Open Play,Left Foot,True,0.42185832523963845,16.240997506311,0.10856770389832225
91,22912,2019-06-01,21:00:00.000,0,2,13,3594,Danny Rose,96.9,27.2,38,Tottenham Hotspur,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.023759691000000003,"[119.0, 37.1, 0.30000000000000004]",Normal,Saved,Open Play,Right Foot,False,0.264817329905789,26.409278672466613,0.07492975849859923
92,22912,2019-06-01,21:00:00.000,0,2,13,3083,Heung-Min Son,104.5,24.8,38,Tottenham Hotspur,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.0495778,"[117.7, 38.0, 0.2]",Normal,Saved,Open Play,Left Foot,False,0.2659044777966244,21.70921463342237,0.07512570623060211
92,22912,2019-06-01,21:00:00.000,0,2,13,10955,Harry Kane,104.1,24.7,38,Tottenham Hotspur,16,Champions League,4,2018/2019,38,Tottenham Hotspur,24,Liverpool,Final,,0.08088469,"[118.8, 37.7, 0.9]",Normal,Saved,Open Play,Left Foot,False,0.26382465123942306,22.065810658119954,0.07475124826494223
2,18245,2018-05-26,20:45:00.000,3,1,7,3567,Georginio Wijnaldum,98.1,52.1,24,Liverpool,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.033683486000000006,"[102.0, 50.5]",Normal,Blocked,Open Play,Right Foot,False,0.2796761206272049,25.020391683584815,0.07764896507025434
5,18245,2018-05-26,20:45:00.000,3,1,7,3531,Mohamed Salah,96.6,51.5,24,Liverpool,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.023529915000000002,"[99.2, 50.4]",Normal,Blocked,Open Play,Left Foot,False,0.27487012456568893,26.073166282597906,0.07675970759304092
7,18245,2018-05-26,20:45:00.000,3,1,7,3535,Roberto Firmino Barbosa de Oliveira,112.1,30.6,24,Liverpool,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.034307104000000005,"[120.0, 25.5, 6.0]",Normal,Off T,Open Play,Head,False,0.4384981371551315,12.278843593759149,0.11282152785642686
10,18245,2018-05-26,20:45:00.000,3,1,7,5552,Marcelo Vieira da Silva Júnior,94.5,26.9,220,Real Madrid,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.014633894000000001,"[120.0, 49.8, 0.2]",Normal,Off T,Open Play,Left Foot,False,0.24793713079265245,28.66810073932349,0.07194698100736151
13,18245,2018-05-26,20:45:00.000,3,1,7,3473,James Philip Milner,101.2,30.6,24,Liverpool,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.026255094000000003,"[103.3, 31.4]",Normal,Blocked,Open Play,Left Foot,False,0.33953828451420504,21.019038988498018,0.08954076643397699
13,18245,2018-05-26,20:45:00.000,3,1,7,3531,Mohamed Salah,104.5,41.1,24,Liverpool,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.07600548,"[106.1, 40.9]",Normal,Blocked,Open Play,Left Foot,False,0.5028329950319269,15.538983235720412,0.13065837510894723
13,18245,2018-05-26,20:45:00.000,3,1,7,3629,Sadio Mané,103.7,35.9,24,Liverpool,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.053768422,"[106.2, 36.4]",Normal,Blocked,Open Play,Right Foot,False,0.455055719130104,16.807736313971606,0.11719800776259352
14,18245,2018-05-26,20:45:00.000,3,1,7,5207,Cristiano Ronaldo dos Santos Aveiro,111.7,58.7,220,Real Madrid,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.026850337000000002,"[120.0, 40.7, 3.8]",Normal,Off T,Open Play,Right Foot,False,0.16346447187377008,20.45922774691166,0.05860461841343626
17,18245,2018-05-26,20:45:00.000,3,1,7,3669,Virgil van Dijk,116.5,37.1,24,Liverpool,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.29897407,"[120.0, 35.9, 5.5]",Normal,Off T,Open Play,Head,False,1.4058793185525416,4.545327270945403,0.6106914856424054
22,18245,2018-05-26,20:45:00.000,3,1,7,3535,Roberto Firmino Barbosa de Oliveira,105.7,41.4,24,Liverpool,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.10090334000000001,"[111.0, 41.0]",Normal,Blocked,Open Play,Right Foot,False,0.5409212563749898,14.368368035375484,0.14231082697109906
22,18245,2018-05-26,20:45:00.000,3,1,7,3664,Trent Alexander-Arnold,106.4,55.3,24,Liverpool,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.035271704,"[116.3, 45.0, 0.2]",Normal,Saved,Open Play,Right Foot,False,0.2636574899039442,20.470710783946895,0.07472122665904396
31,18245,2018-05-26,20:45:00.000,3,1,7,5463,Luka Modrić,107.1,53.2,220,Real Madrid,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.039454933000000005,"[108.2, 52.1]",Normal,Blocked,Open Play,Right Foot,False,0.30777940760248373,18.456706098326435,0.08304022386869557
32,18245,2018-05-26,20:45:00.000,3,1,7,19677,Karim Benzema,108.8,32.4,220,Real Madrid,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.076698914,"[110.5, 33.5]",Normal,Blocked,Open Play,Right Foot,False,0.4919419428493097,13.535139452550908,0.12747889142650382
42,18245,2018-05-26,20:45:00.000,3,1,7,5207,Cristiano Ronaldo dos Santos Aveiro,112.7,39.9,220,Real Madrid,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.14894497,"[117.6, 40.1, 1.1]",Normal,Saved,Open Play,Head,False,1.0024069005034293,7.300684899377589,0.3548771855546858
44,18245,2018-05-26,20:45:00.000,3,1,7,5202,José Ignacio Fernández Iglesias,110.3,54.4,220,Real Madrid,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.03635541,"[120.0, 45.1, 0.4]",Volley,Off T,Open Play,Right Foot,False,0.26543669094453803,17.362315513778686,0.07504133460384622
47,18245,2018-05-26,20:45:00.000,3,1,7,19677,Karim Benzema,93.6,27.5,220,Real Madrid,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.015865138,"[120.0, 35.2, 0.9]",Normal,Off T,Open Play,Right Foot,False,0.24711065841346913,29.20975864330276,0.07180378991657965
47,18245,2018-05-26,20:45:00.000,3,1,7,4926,Francisco Román Alarcón Suárez,105.9,35.6,220,Real Madrid,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.13491686,"[120.0, 40.6, 2.8]",Half Volley,Post,Open Play,Right Foot,False,0.5089235265948999,14.770578864756784,0.13246563184090285
50,18245,2018-05-26,20:45:00.000,3,1,7,19677,Karim Benzema,103.7,46.4,220,Real Madrid,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.5171367,"[120.0, 36.6, 0.2]",Volley,Goal,Open Play,Right Foot,True,0.4217303471822865,17.511424842085233,0.10853553995145253
54,18245,2018-05-26,20:45:00.000,3,1,7,3471,Dejan Lovren,110.0,37.6,24,Liverpool,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.018708955000000003,"[116.5, 41.8]",Normal,Blocked,Open Play,Head,False,0.7279684532870634,10.283968105745952,0.2124142683739719
54,18245,2018-05-26,20:45:00.000,3,1,7,3629,Sadio Mané,117.0,41.1,24,Liverpool,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.5485156,"[120.0, 39.5, 0.9]",Volley,Goal,Open Play,Right Foot,True,1.8075228931271343,3.195309061734092,0.8165818529855112
59,18245,2018-05-26,20:45:00.000,3,1,7,4926,Francisco Román Alarcón Suárez,111.3,44.6,220,Real Madrid,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.043915775000000004,"[118.5, 43.7, 0.9]",Normal,Saved,Open Play,Right Foot,False,0.7107613916527418,9.841239759298626,0.20503400015346154
63,18245,2018-05-26,20:45:00.000,3,1,7,6399,Gareth Frank Bale,104.7,38.1,220,Real Madrid,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.022605306000000002,"[120.0, 36.4, 2.2]",Overhead Kick,Goal,Open Play,Left Foot,True,0.5044520947379132,15.41752249876743,0.1311367595241103
69,18245,2018-05-26,20:45:00.000,3,1,7,3629,Sadio Mané,98.8,47.5,24,Liverpool,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.023898782,"[120.0, 36.3, 0.0]",Normal,Post,Open Play,Left Foot,False,0.33341192230583744,22.487552112224222,0.08825207461843101
72,18245,2018-05-26,20:45:00.000,3,1,7,3535,Roberto Firmino Barbosa de Oliveira,110.0,59.4,24,Liverpool,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.017530683000000002,"[118.2, 44.3, 0.4]",Half Volley,Saved,Open Play,Right Foot,False,0.17205880471097665,21.825672956406176,0.05984827142813012
73,18245,2018-05-26,20:45:00.000,3,1,7,5207,Cristiano Ronaldo dos Santos Aveiro,107.2,38.6,220,Real Madrid,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.23559418000000001,"[108.2, 38.8]",Normal,Blocked,Open Play,Left Foot,False,0.5996193234011313,12.876334882255895,0.16195151029906518
81,18245,2018-05-26,20:45:00.000,3,1,7,19677,Karim Benzema,106.8,30.2,220,Real Madrid,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.04092102,"[118.2, 39.0, 1.7000000000000002]",Volley,Saved,Open Play,Right Foot,False,0.3936177261119674,16.440194646049665,0.10167035642248326
82,18245,2018-05-26,20:45:00.000,3,1,7,6399,Gareth Frank Bale,90.2,58.6,220,Real Madrid,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.01396471,"[120.0, 41.1, 2.0]",Normal,Goal,Open Play,Left Foot,True,0.1932871195312021,35.12833614050059,0.06302677531930778
90,18245,2018-05-26,20:45:00.000,3,1,7,4090,Adam David Lallana,104.3,35.2,24,Liverpool,16,Champions League,1,2017/2018,220,Real Madrid,24,Liverpool,Final,NSK Olimpijs'kyj,0.023067353000000002,"[105.9, 35.6]",Half Volley,Blocked,Open Play,Left Foot,False,0.4599647628183638,16.417368851311103,0.11852357155091647
2,18244,2017-06-03,20:45:00.000,1,4,7,5497,Gonzalo Gerardo Higuaín,106.0,37.0,224,Juventus,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.02502314,"[120.0, 41.9, 1.1]",Normal,Saved,Open Play,Head,False,0.5349550737860965,14.317821063276353,0.14042996615620054
3,18244,2017-06-03,20:45:00.000,1,4,7,5497,Gonzalo Gerardo Higuaín,92.0,49.0,224,Juventus,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.01315478,"[119.0, 39.9, 0.4]",Normal,Saved,Open Play,Right Foot,False,0.2579613590792081,29.410882339705484,0.07370482310126501
6,18244,2017-06-03,20:45:00.000,1,4,7,6947,Miralem Pjanić,98.0,35.0,224,Juventus,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.037778433,"[118.0, 37.2, 0.7000000000000001]",Half Volley,Saved,Open Play,Right Foot,False,0.34289543875088896,22.561028345356956,0.09025412554813339
19,18244,2017-06-03,20:45:00.000,1,4,7,5207,Cristiano Ronaldo dos Santos Aveiro,105.0,44.0,220,Real Madrid,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.11433406,"[119.0, 36.8, 0.2]",Normal,Goal,Open Play,Right Foot,True,0.48995732625372834,15.524174696260024,0.12690667793907107
22,18244,2017-06-03,20:45:00.000,1,4,7,6947,Miralem Pjanić,105.0,51.0,224,Juventus,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.024010848,"[108.0, 49.0]",Normal,Blocked,Open Play,Left Foot,False,0.3487710035839072,18.601075237738275,0.09151494713106338
25,18244,2017-06-03,20:45:00.000,1,4,7,5497,Gonzalo Gerardo Higuaín,100.0,39.0,224,Juventus,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.03526961,"[102.0, 39.0]",Half Volley,Blocked,Open Play,Left Foot,False,0.39386861073636137,20.024984394500787,0.10172988399218279
26,18244,2017-06-03,20:45:00.000,1,4,7,5472,Mario Mandžukić,106.0,30.0,224,Juventus,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.028964907,"[120.0, 43.2, 2.4]",Overhead Kick,Goal,Open Play,Right Foot,True,0.3805063771123649,17.204650534085253,0.09860213895435234
30,18244,2017-06-03,20:45:00.000,1,4,7,5207,Cristiano Ronaldo dos Santos Aveiro,105.0,42.0,220,Real Madrid,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.06079753,"[110.0, 43.0]",Overhead Kick,Blocked,Open Play,Right Foot,False,0.5130579094090388,15.132745950421556,0.13370447131884375
32,18244,2017-06-03,20:45:00.000,1,4,7,5207,Cristiano Ronaldo dos Santos Aveiro,112.0,45.0,220,Real Madrid,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.24594016000000002,"[115.0, 29.0]",Diving Header,Wayward,Open Play,Head,False,0.7197989915664097,9.433981132056603,0.2088863532128163
34,18244,2017-06-03,20:45:00.000,1,4,7,5743,Paulo Bruno Exequiel Dybala,89.0,50.0,224,Juventus,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.022620553,"[99.0, 48.0]",Normal,Blocked,Free Kick,Left Foot,False,0.23300994830675195,32.57299494980466,0.06940095373595645
39,18244,2017-06-03,20:45:00.000,1,4,7,6947,Miralem Pjanić,97.0,37.0,224,Juventus,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.022186453000000002,"[106.0, 39.0]",Half Volley,Blocked,Open Play,Right Foot,False,0.3388917325352507,23.194827009486403,0.08940396623409491
44,18244,2017-06-03,20:45:00.000,1,4,7,5539,Carlos Henrique Casimiro,90.0,54.0,220,Real Madrid,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.01360131,"[119.0, 32.9, 0.5]",Normal,Off T,Open Play,Right Foot,False,0.21866894587394162,33.1058907144937,0.06703367475936865
45,18244,2017-06-03,20:45:00.000,1,4,7,4926,Francisco Román Alarcón Suárez,94.0,48.0,220,Real Madrid,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.02186422,"[99.0, 46.0]",Normal,Blocked,Open Play,Right Foot,False,0.2797584471752726,27.202941017470888,0.0776642799060877
53,18244,2017-06-03,20:45:00.000,1,4,7,5463,Luka Modrić,93.0,38.0,220,Real Madrid,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.03242024,"[118.0, 40.9, 1.1]",Normal,Saved,Open Play,Left Foot,False,0.29260798353188205,27.073972741361768,0.08008878388341566
55,18244,2017-06-03,20:45:00.000,1,4,7,5552,Marcelo Vieira da Silva Júnior,103.0,26.0,220,Real Madrid,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.028992781000000002,"[120.0, 34.8, 4.2]",Normal,Off T,Open Play,Left Foot,False,0.28223775397740275,22.02271554554524,0.0781267920054146
58,18244,2017-06-03,20:45:00.000,1,4,7,4926,Francisco Román Alarcón Suárez,99.0,32.0,220,Real Madrid,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.052908048000000006,"[120.0, 32.1, 3.8]",Normal,Off T,Open Play,Left Foot,False,0.33092460894175235,22.47220505424423,0.08773366103433845
60,18244,2017-06-03,20:45:00.000,1,4,7,5574,Toni Kroos,103.0,29.0,220,Real Madrid,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.06707562,"[114.0, 40.0]",Normal,Blocked,Open Play,Left Foot,False,0.3323723097038041,20.248456731316587,0.08803505962853221
60,18244,2017-06-03,20:45:00.000,1,4,7,5539,Carlos Henrique Casimiro,90.0,34.0,220,Real Madrid,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.014025713,"[120.0, 36.6, 0.6000000000000001]",Normal,Goal,Open Play,Right Foot,True,0.2551823906208182,30.59411708155671,0.07321358257881741
63,18244,2017-06-03,20:45:00.000,1,4,7,5207,Cristiano Ronaldo dos Santos Aveiro,117.0,47.0,220,Real Madrid,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.15104543,"[120.0, 39.1, 2.0]",Half Volley,Goal,Open Play,Right Foot,True,0.5191461142465227,7.615773105863909,0.1355465839369095
72,18244,2017-06-03,20:45:00.000,1,4,7,5207,Cristiano Ronaldo dos Santos Aveiro,111.0,42.0,220,Real Madrid,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.17251205,"[120.0, 41.5, 6.1]",Half Volley,Off T,Open Play,Right Foot,False,0.8066715494215096,9.219544457292887,0.2486121320687081
74,18244,2017-06-03,20:45:00.000,1,4,7,19677,Karim Benzema,112.0,27.0,220,Real Madrid,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.03768852,"[114.0, 30.0]",Normal,Blocked,Open Play,Right Foot,False,0.28679975786598927,15.264337522473747,0.0789844206943403
74,18244,2017-06-03,20:45:00.000,1,4,7,5552,Marcelo Vieira da Silva Júnior,97.0,33.0,220,Real Madrid,16,Champions League,2,2016/2017,224,Juventus,220,Real Madrid,Final,Principality Stadium,0.019491047,"[120.0, 40.7, 5.6]",Normal,Off T,Open Play,Left Foot,False,0.31640301178749153,24.041630560342615,0.08476163805420889
